timestamp,device_id,temperature,humidity,pressure,gas_resistance,co2,absolute_humidity
2025-07-05 14:07:56,P2,25.18566,67.33556,996.4265,134608,,15.66
2025-07-05 14:08:26,P2,25.19895,67.43858,996.4291,133895,,15.7
2025-07-05 14:08:57,P2,25.19348,67.43016,996.423,134813,,15.69
2025-07-05 14:09:27,P2,25.18664,67.41677,996.431,135122,,15.68
2025-07-05 14:09:57,P2,25.19699,67.41794,996.4261,135019,,15.69
2025-07-05 14:10:27,P2,25.19914,67.3979,996.4141,134916,,15.69
2025-07-05 14:10:57,P2,25.20051,67.39118,996.4425,133895,,15.69
2025-07-05 14:11:28,P2,25.19836,67.37029,996.4457,134506,,15.68
2025-07-05 14:11:58,P2,25.18977,67.47749,996.4324,135329,,15.7
2025-07-05 14:12:28,P2,25.1841,67.3411,996.4013,133692,,15.66
2025-07-05 14:12:58,P2,25.18625,67.3689,996.4384,134301,,15.67
2025-07-05 14:13:29,P2,25.18996,67.38947,996.4671,134506,,15.68
2025-07-05 14:13:59,P2,25.18742,67.36871,996.4498,133390,,15.67
2025-07-05 14:14:29,P2,25.18684,67.44351,996.4286,133491,,15.69
2025-07-05 14:14:59,P2,25.19738,67.40536,996.4439,133895,,15.69
2025-07-05 14:15:29,P2,25.21574,67.26515,996.4739,132989,,15.67
2025-07-05 14:16:00,P2,25.22707,67.30165,996.4857,134098,,15.69
2025-07-05 14:16:30,P2,25.24895,67.00001,996.4427,133996,,15.64
